laptop_ID,Price_euros,Company,TypeName,Inches,Resolution,Screen.Type,Cpu.Vendor,Cpu.Series,Cpu.Speed..GHz.,Ram..GB.,Storage.Type,Memory..GB.,Gpu.Vendor,OpSys,Weight..Kg.,average_rating,rating_count
691,699,HP,Notebook,17.3,FHD,IPS,Intel,i3,2,4,SSD,256,AMD,win,2.5,4.7,125
695,545.67,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,1024,AMD,win,2.2,4,53
696,569,HP,Notebook,17.3,FHD,IPS,AMD,9600P,2.4,6,HDD,2048,AMD,win,2.65,3.7,29
699,699,Lenovo,Notebook,14,FHD,Unspecified,Intel,i5,2.5,4,SSD,256,Intel,win,1.7,4,17
702,973,Toshiba,Notebook,13.3,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.5,4.4,17
704,1749,Lenovo,2 in 1 Convertible,14,FHD,Unspecified,Intel,i7,2.7,16,SSD,512,Intel,win,1.38,3.2,31
705,669,Asus,2 in 1 Convertible,12.5,FHD,Unspecified,Intel,M,0.9,4,SSD,64,Intel,chr,1.2,4.2,2230
706,1877,Toshiba,Ultrabook,13.3,FHD,Unspecified,Intel,i7,2.5,16,SSD,512,Intel,win,1.36,4.1,17
707,689,HP,Notebook,15.6,FHD,IPS,Intel,i7,2.7,4,HDD,500,AMD,win,2.1,3.8,29
708,819,Dell,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,HDD,1024,Nvidia,win,2.56,3.8,360
709,399,Lenovo,Notebook,15.6,FHD,Unspecified,AMD,9420,2.9,4,SSD,256,AMD,win,2.2,3.2,13
710,429,Lenovo,Notebook,15.6,HD,Unspecified,AMD,9720P,3.6,8,HDD,1024,AMD,win,2.2,3.9,308
711,621.45,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,4,HDD,1024,Intel,win,2.1,4,3
713,795,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,2.18,3.3,46
716,1191,Lenovo,Notebook,14,FHD,Unspecified,Intel,i5,2.3,8,SSD,256,Intel,win,1.8,4.2,30
717,655.01,HP,Notebook,17.3,FHD,IPS,AMD,9620P,2.5,6,HDD,2048,AMD,win,2.71,3.9,189
718,1249,Lenovo,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.5,3.9,3
720,726,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,HDD,1024,Intel,lin,1.98,3.5,4
721,298,Asus,Notebook,14,FHD,Unspecified,Intel,Dual Core,1.1,4,SSD,32,Intel,win,1.5,3.6,67
723,857.07,Lenovo,Notebook,14,FHD,IPS,Intel,i5,2.5,8,SSD,256,Nvidia,win,1.87,4.2,6
726,265,Mediacom,Notebook,14,FHD,IPS,Intel,x5-Z8350,1.92,4,HDD,32,Intel,win,1.4,3.2,17
729,836.6,HP,2 in 1 Convertible,13.3,HD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.58,4.3,165
732,1348.48,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.7,4.3,101
733,489.9,Lenovo,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,4,HDD,1024,Intel,no ,1.9,3.7,25
735,649,Dell,2 in 1 Convertible,13.3,FHD,Unspecified,Intel,i3,2.4,4,HDD,1024,Intel,win,1.71,4.3,2
738,1935,Acer,Gaming,17.3,FHD,IPS,Intel,i7,2.6,16,SSD,128,Nvidia,win,4.2,4,234
739,649,Dell,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,12,HDD,1024,Intel,win,2.25,3.9,183
743,779,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,4,HDD,1024,Intel,win,1.85,3.8,6
746,2094.48,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,1.8,3.4,16
747,410.8,Acer,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,500,Intel,win,2.4,4,501
748,1207,Dell,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,8,SSD,128,Nvidia,win,2,3.9,13
749,665,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,8,SSD,256,Intel,win,2,3.6,610
750,1535,Toshiba,Notebook,14,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.25,4.4,17
751,999,Lenovo,2 in 1 Convertible,14,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.7,3.8,47
753,330,Acer,Notebook,14,HD,Unspecified,Intel,Dual Core,1.6,2,SSD,32,Intel,chr,1.68,4.3,489
754,1649,Samsung,Ultrabook,13.3,FHD,Unspecified,Intel,i7,2.7,16,SSD,256,Intel,win,0.81,3.7,40
762,1096,Lenovo,Ultrabook,14,FHD,Unspecified,Intel,i5,2.3,4,SSD,180,Intel,win,1.7,4.2,30
763,849.9,Asus,Notebook,15.6,HD,Unspecified,Intel,i7,2.7,4,SSD,256,Intel,win,2.37,4,387
764,1199,Lenovo,2 in 1 Convertible,13.3,QHD,IPS,Intel,i5,1.8,8,SSD,256,Intel,win,1.3,3.4,28
765,1099,HP,Notebook,15.6,FHD,IPS,Intel,i5,2.5,8,SSD,128,Nvidia,win,2.2,4.1,12
767,2868.99,Dell,Gaming,15.6,UHD,IPS,Intel,i7,2.8,16,SSD,256,Nvidia,win,4.42,3.9,54
768,599,Acer,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,4,SSD,256,Intel,win,2.1,3.7,23
769,1048,Lenovo,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.5,3.9,3
770,1859,Dell,Ultrabook,12.5,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Intel,win,1.18,3.7,5
771,1559,Google,Ultrabook,12.3,FHD,Unspecified,Intel,i5,1.2,8,SSD,256,Intel,chr,1.1,4.1,106
772,1129,Asus,Ultrabook,13.3,QHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.2,4.2,108
773,849,Dell,Notebook,13.3,HD,Unspecified,Intel,i3,2,4,HDD,500,Intel,win,1.65,5,2
776,1099,Dell,Gaming,15.6,UHD,IPS,Intel,i7,2.6,16,SSD,128,Nvidia,win,2.72,3.9,506
777,1599,Samsung,Ultrabook,13.3,FHD,Unspecified,Intel,i7,2.7,8,SSD,256,Intel,win,1.31,3.7,40
778,298,Acer,Notebook,15.6,HD,Unspecified,Intel,Quad Core,1.1,4,HDD,1024,Intel,lin,2.1,4.1,29
780,1799,Samsung,2 in 1 Convertible,15,FHD,Unspecified,Intel,i7,2.7,16,SSD,256,AMD,win,1.71,4.2,108
783,1244,HP,Ultrabook,12.5,HD,Unspecified,Intel,i5,2.3,4,SSD,256,Intel,win,1.26,4.3,44
784,839,Asus,2 in 1 Convertible,15.6,FHD,Unspecified,Intel,i7,2.7,12,HDD,2048,Nvidia,win,2.3,3.8,69
785,2370,Lenovo,Notebook,15.6,UHD,Unspecified,Intel,i7,2.7,16,SSD,512,Nvidia,win,2.5,4,3
786,636,Acer,Notebook,14,FHD,IPS,Intel,i3,2.4,4,SSD,128,Intel,win,1.8,4,170
787,2899,Razer,Gaming,14,FHD,Unspecified,Intel,i7,2.8,16,SSD,512,Nvidia,win,1.95,3.4,95
788,581.9,Asus,Notebook,15.6,FHD,Unspecified,Intel,Dual Core,1.1,8,SSD,128,Intel,win,2,4.4,20
790,2350,Asus,Gaming,17.3,FHD,IPS,Intel,i7,2.6,16,SSD,256,Nvidia,win,4.3,4,30
792,329,Lenovo,Notebook,15.6,HD,Unspecified,Intel,Quad Core,1.6,8,HDD,1024,Intel,no ,2.2,3.6,100
794,1891,MSI,Gaming,14,FHD,IPS,Intel,i7,2.8,16,SSD,256,Nvidia,win,1.6,3.5,65
795,1089,MSI,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,128,Nvidia,win,2.2,4.4,184
797,2299,Acer,Gaming,17.3,FHD,IPS,Intel,i7,2.8,16,SSD,256,Nvidia,win,4.2,4.1,150
798,985,Dell,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Nvidia,win,2.62,4.3,197
799,1339,Asus,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.24,3.8,141
800,202.9,Vero,Notebook,14,FHD,Unspecified,Intel,Dual Core,1.1,4,SSD,32,Intel,win,1.22,4.2,349
803,1165,Apple,Ultrabook,12,FHD,IPS,Intel,M,1.2,8,SSD,512,Intel,mac,0.92,3.6,14
808,739,Dell,Notebook,15.6,FHD,Unspecified,Intel,i3,2,8,SSD,256,AMD,win,2,3.9,11
810,1099,Asus,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,2.37,4,387
811,1499,Dell,Ultrabook,13.3,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.29,3.4,4
814,1389,HP,Netbook,12.5,HD,Unspecified,Intel,i5,2.6,8,SSD,256,Intel,win,1.26,4.8,11
817,1679,Dell,Gaming,15.6,UHD,Unspecified,Intel,i7,2.8,16,SSD,512,Nvidia,win,2.62,5,2
818,609,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,4,HDD,1024,Nvidia,win,2.4,3.7,25
821,1499,Samsung,Ultrabook,13.3,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,0.81,4.4,12
822,961,Dell,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,8,HDD,1024,Nvidia,win,1.98,3.9,11
825,1799,Razer,Ultrabook,12.5,UHD,IPS,Intel,i7,2.5,16,SSD,512,Intel,win,1.29,2.8,94
826,385,HP,Netbook,11.6,HD,Unspecified,Intel,Dual Core,1.6,4,SSD,16,Intel,chr,1.23,4.4,702
827,2505.02,Dell,Gaming,17.3,FHD,IPS,Intel,i7,2.8,16,SSD,128,Nvidia,win,4.36,2.9,10
831,2499,Lenovo,Ultrabook,14,FHD,IPS,Intel,i7,2.7,8,SSD,512,Intel,win,1.13,3.7,15
832,1199,MSI,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Nvidia,win,2.4,4.4,184
835,1358,Asus,2 in 1 Convertible,13.3,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.1,4.3,26
837,355,Acer,Netbook,11.6,HD,IPS,Intel,Dual Core,1.6,4,SSD,32,Intel,chr,1.35,4.3,97
838,619,Acer,Notebook,14,FHD,IPS,Intel,i3,2.4,8,SSD,128,Intel,win,1.5,4,170
839,5499,Razer,Gaming,17.3,UHD,Unspecified,Intel,i7,2.9,32,SSD,512,Nvidia,win,3.49,3.4,95
840,2099,Lenovo,Ultrabook,14,QHD,IPS,Intel,i7,2.6,16,SSD,512,Intel,win,1.1,5,3
841,519,Asus,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,4,HDD,1024,Nvidia,lin,2.1,3.8,18
842,1186,Lenovo,Notebook,14,FHD,Unspecified,Intel,i5,2.3,8,SSD,256,Intel,win,1.7,4.2,30
844,2774.63,Dell,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,3.21,3.9,54
845,2419,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.9,4,96
847,325,Lenovo,Notebook,14,HD,Unspecified,Intel,Quad Core,1.6,4,SSD,16,Intel,chr,1.5,4,157
848,590,Asus,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,HDD,128,Intel,win,2.3,3.8,18
849,1799,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.6,16,SSD,512,Nvidia,win,2.73,4,659
851,3072.89,Dell,Gaming,17.3,FHD,IPS,Intel,i7,2.8,32,SSD,512,Nvidia,win,4.42,2.9,10
855,739,Dell,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,4,SSD,256,AMD,win,2.18,3.9,11
856,615,HP,2 in 1 Convertible,11.6,HD,Unspecified,Intel,Dual Core,1.1,4,SSD,32,Intel,chr,1.4,4.1,447
858,2277,HP,2 in 1 Convertible,13.3,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.28,5,5
862,1899,Asus,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,128,Nvidia,win,2.1,3.9,101
863,865,Dell,Notebook,17.3,FHD,Unspecified,Intel,i7,2.7,8,HDD,1024,AMD,lin,2.83,5,2
865,787,Asus,Notebook,15.6,FHD,IPS,Intel,i7,2.7,8,SSD,256,Nvidia,win,2.3,3.9,13
866,945,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,128,Intel,win,1.9,2.5,3
867,449,Asus,Notebook,15.6,HD,Unspecified,Intel,Quad Core,1.1,4,HDD,1024,Intel,win,2,3.8,4
868,2559,HP,2 in 1 Convertible,13.3,FHD,Unspecified,Intel,i7,2.8,8,SSD,256,Intel,win,1.28,4.1,94
869,649,Dell,Notebook,13.3,FHD,Unspecified,Intel,i5,2.3,8,HDD,1024,Intel,win,1.62,3.4,99
871,850.66,Lenovo,Notebook,15.6,FHD,IPS,Intel,i5,2.5,8,HDD,1024,Intel,win,2.3,4.7,7
874,1017,Lenovo,Gaming,15.6,FHD,IPS,Intel,i5,2.5,8,HDD,1024,Nvidia,no ,2.5,4.1,92
876,910,HP,Notebook,15.6,FHD,Unspecified,Intel,i5,2.3,4,HDD,500,Intel,win,2.07,3.3,12
878,1950,Lenovo,2 in 1 Convertible,13.3,FHD,IPS,Intel,i7,2.7,8,SSD,256,Intel,win,1.37,3.2,31
881,1055,Lenovo,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,4,HDD,500,Intel,win,2.38,4.3,6
883,1388,Toshiba,Notebook,15.6,FHD,IPS,Intel,i7,2.7,8,SSD,256,Intel,win,2,5,2
885,1849,Samsung,Ultrabook,15,FHD,Unspecified,Intel,i7,2.7,16,SSD,256,Nvidia,win,1.23,4.7,15
886,1690,Dell,Ultrabook,12.5,FHD,Unspecified,Intel,i7,2.8,8,SSD,256,Intel,win,1.6,3.7,5
887,398.99,Asus,Notebook,15.6,HD,Unspecified,Intel,Quad Core,1.1,4,HDD,1024,Intel,lin,2,3.8,4
889,912.5,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,4,SSD,128,Nvidia,win,2.18,3.9,11
890,839,HP,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,4,SSD,256,Intel,win,2.04,3.7,8
891,1700,HP,2 in 1 Convertible,13.3,FHD,Unspecified,Intel,i5,2.5,4,SSD,256,Intel,win,1.28,5,5
892,684.8,HP,2 in 1 Convertible,15.6,HD,Unspecified,Intel,i5,2.5,4,HDD,500,Intel,win,2.3,4.5,413
893,348,Asus,Notebook,14.1,HD,Unspecified,Intel,Dual Core,1.1,4,SSD,32,Intel,win,1.65,4.3,971
897,455.7,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,1024,AMD,lin,2.18,3.6,610
898,1369.9,Asus,Gaming,17.3,FHD,Unspecified,Intel,i5,2.5,12,SSD,128,Nvidia,win,2.2,3.8,296
899,297,Acer,Netbook,11.6,HD,IPS,Intel,Dual Core,1.6,4,SSD,32,Intel,chr,1.25,4.4,72
900,379,Lenovo,Notebook,17.3,HD,Unspecified,AMD,7210,2.2,4,HDD,500,AMD,win,2.8,3.7,14
901,1265,HP,Notebook,14,FHD,Unspecified,Intel,i5,2.5,4,SSD,128,Intel,win,1.95,3.8,29
902,1399,HP,2 in 1 Convertible,13.3,QHD,Unspecified,Intel,i7,2.7,16,SSD,256,Intel,win,1.42,3.5,15
903,1699,Samsung,Ultrabook,15,FHD,Unspecified,Intel,i7,2.7,8,SSD,256,Intel,win,1.17,4.2,42
905,2649,MSI,Gaming,17.3,UHD,IPS,Intel,i7,2.6,16,SSD,512,Nvidia,win,2.43,3.7,228
910,614,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,1024,AMD,win,2.18,3.6,610
912,2013.1,Dell,2 in 1 Convertible,13.3,QHD,Unspecified,Intel,i7,1.3,8,SSD,512,Intel,win,1.24,3.8,2
914,1649,Dell,2 in 1 Convertible,13.3,FHD,Unspecified,Intel,i7,1.3,16,SSD,256,Intel,win,1.22,3.6,8
917,2099,LG,Ultrabook,15.6,FHD,IPS,Intel,i7,2.7,16,SSD,512,Intel,win,1.08,4.3,83
918,1483,HP,Netbook,12.5,FHD,Unspecified,Intel,i7,2.7,8,SSD,512,Intel,win,1.26,4.8,11
919,359,Acer,Notebook,15.6,FHD,IPS,Intel,Dual Core,1.5,4,SSD,16,Intel,chr,2.2,4.1,659
922,1899,LG,Ultrabook,14,FHD,IPS,Intel,i7,2.7,8,SSD,512,Intel,win,0.98,3.7,29
927,499,Acer,Notebook,15.6,FHD,Unspecified,Intel,i3,2.4,4,HDD,1024,Intel,win,2.4,3.8,5306
930,960,HP,Notebook,13.3,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.49,4.6,4
931,1599,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.7,2.8,2
932,1349,Dell,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,128,Nvidia,win,2.6,5,2
933,1119.91,MSI,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,128,Nvidia,win,2.2,4.4,184
938,1825,Lenovo,2 in 1 Convertible,13.3,FHD,IPS,Intel,i5,2.5,8,SSD,512,Intel,win,1.37,4.6,6
941,1165,HP,Notebook,15.6,FHD,Unspecified,Intel,i5,2.3,8,SSD,256,Intel,win,2.31,4.1,7
942,708.06,Dell,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,4,HDD,1024,Intel,win,2.18,3.9,3
943,1149,HP,Notebook,14,HD,Unspecified,Intel,i5,2.3,4,HDD,500,Intel,win,1.95,3.6,24
944,309,Lenovo,Notebook,15.6,HD,Unspecified,Intel,Quad Core,1.1,4,HDD,1024,Intel,win,2.2,4,12
945,1579,HP,Ultrabook,12.5,FHD,Unspecified,Intel,i5,2.3,4,HDD,500,Intel,win,1.26,4.3,44
947,1799,Lenovo,2 in 1 Convertible,13.3,QHD,IPS,Intel,i7,2.2,16,SSD,1024,Intel,win,1.3,3.4,28
949,1669,HP,Netbook,12.5,FHD,Unspecified,Intel,i5,2.3,8,SSD,256,Intel,win,1.26,4.3,44
950,558.6,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,1024,Intel,win,2.18,3.6,610
951,1199,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.2,4.3,341
955,530,Asus,Notebook,17.3,HD,Unspecified,Intel,Quad Core,1.6,4,HDD,1024,Nvidia,win,2.8,3.9,109
958,1299,Lenovo,2 in 1 Convertible,11.3,FHD,IPS,Intel,M,1.2,8,SSD,256,Intel,win,1.1,3.5,37
960,1472.2,Dell,Ultrabook,12.5,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.36,3.4,6
961,685,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,8,HDD,1024,Nvidia,no ,2.2,3.8,6
962,659,Dell,Notebook,17.3,HD,Unspecified,Intel,i3,2,4,HDD,1024,AMD,win,2.36,5,2
963,349,Acer,Notebook,14,HD,Unspecified,Intel,Dual Core,1.6,4,SSD,32,Intel,chr,1.68,4.3,489
967,1159,Asus,2 in 1 Convertible,12.5,FHD,Unspecified,Intel,M,1.2,8,SSD,64,Intel,chr,1.2,4.2,2230
968,1488.99,Lenovo,Ultrabook,14,FHD,IPS,Intel,i7,2.6,8,SSD,256,Intel,win,1.7,3.5,17
969,3154,Dell,Gaming,17.3,UHD,IPS,Intel,i7,2.8,16,SSD,512,Nvidia,win,4.36,2.9,10
973,389,Acer,2 in 1 Convertible,11.6,HD,IPS,Intel,Dual Core,1.6,4,SSD,32,Intel,chr,1.25,4.5,2356
974,1535,Toshiba,Notebook,13.3,FHD,Unspecified,Intel,i5,2.4,8,SSD,256,Intel,win,1.2,4.1,17
978,846.5,HP,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,8,HDD,1024,Nvidia,win,2.04,3.8,11
979,465.62,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,1024,AMD,lin,2.25,4,53
981,685,HP,Notebook,15.6,FHD,Unspecified,Intel,i3,2.4,4,HDD,500,Intel,win,2.04,3.8,11
983,695,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,6,SSD,256,Nvidia,win,2.4,4,3
984,1899,Dell,2 in 1 Convertible,13.3,QHD,Unspecified,Intel,i7,1.3,16,SSD,512,Intel,win,1.22,3.8,2
985,1962.98,Dell,Ultrabook,14,QHD,Unspecified,Intel,i7,2.6,8,SSD,256,Intel,win,1.5,4.2,3
988,2049.9,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.73,3.7,62
989,979,HP,Notebook,15.6,FHD,IPS,Intel,i5,2.7,8,SSD,128,Nvidia,win,2.04,3.8,11
991,1799,Asus,2 in 1 Convertible,15.6,UHD,Unspecified,Intel,i7,2.7,16,SSD,512,Nvidia,win,2.3,4.6,3
992,579,HP,Notebook,15.6,HD,Unspecified,Intel,i7,2.7,6,HDD,1024,Intel,win,2.04,3.7,88
993,1749,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.99,3.8,296
994,1299,Dell,2 in 1 Convertible,15.6,FHD,IPS,Intel,i7,2.7,12,SSD,512,Intel,win,2.19,3.5,33
995,1195,Toshiba,Notebook,13.3,FHD,Unspecified,Intel,i5,2.3,4,SSD,128,Intel,win,1.2,4.1,17
996,549,Lenovo,Notebook,15.6,FHD,Unspecified,AMD,9720P,3.6,6,SSD,256,AMD,win,2.2,3.9,308
997,649,Fujitsu,Notebook,15.6,HD,Unspecified,Intel,i5,2.3,4,SSD,256,Intel,win,2.3,4.2,41
1000,806,HP,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,HDD,1024,Intel,win,2.04,3.7,8
1001,1189,Lenovo,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.5,3.9,3
1012,1799,Asus,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.5,3.8,296
1014,1260,Acer,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.7,3.7,11
1015,1189,HP,Notebook,13.3,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.34,3.9,207
1018,1195,Toshiba,Notebook,13.3,FHD,Unspecified,Intel,i5,2.3,4,SSD,128,Intel,win,1.2,4.1,17
1019,1099.99,HP,Notebook,14,HD,Unspecified,Intel,i5,2.4,4,SSD,256,Intel,win,1.48,4.1,7
1022,1049.26,HP,Notebook,14,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Nvidia,win,1.64,4.3,11
1023,684,HP,Notebook,14,HD,Unspecified,Intel,i3,2.4,4,HDD,500,Intel,win,1.64,4.3,11
1024,949,Dell,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,Hyb,1024,Nvidia,win,2.65,4.3,197
1025,1539,HP,Ultrabook,12.5,FHD,Unspecified,Intel,i5,2.5,4,HDD,500,Intel,win,1.26,4.1,97
1028,800,HP,Notebook,13.3,HD,Unspecified,Intel,i3,2.4,4,HDD,500,Intel,win,1.49,3.9,34
1031,2968,Lenovo,Notebook,17.3,UHD,IPS,Intel,i7,2.7,16,SSD,512,Nvidia,win,2.4,3.4,15
1034,795.99,Dell,2 in 1 Convertible,15.6,FHD,IPS,Intel,i3,2.3,4,HDD,1024,Intel,win,2.08,3.3,46
1036,1149,HP,Notebook,13.3,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.11,4.5,7
1039,1559,HP,Ultrabook,12.5,HD,Unspecified,Intel,i5,2.5,4,SSD,256,Intel,win,1.26,3.7,128
1041,1060,HP,Notebook,14,HD,Unspecified,Intel,i5,2.5,4,HDD,500,Intel,win,1.95,4,87
1042,1624,Dell,Ultrabook,13.3,QHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.29,3.4,4
1044,973,HP,Notebook,14,HD,Unspecified,Intel,i5,2.5,4,SSD,256,Intel,win,1.64,4.3,11
1045,409,Acer,Notebook,15.6,HD,Unspecified,AMD,9420,3,6,HDD,1024,AMD,win,2.1,3.8,98
1046,1191.8,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.7,4.3,101
1047,1195,HP,Notebook,14,FHD,Unspecified,Intel,i5,2.3,8,SSD,256,Intel,win,1.95,3.6,24
1048,1228.99,HP,Notebook,15.6,FHD,Unspecified,Intel,i7,2.5,8,SSD,256,Intel,win,1.84,4.6,10
1049,1349,HP,Ultrabook,12.5,FHD,Unspecified,Intel,i7,2.5,8,SSD,256,Intel,win,1.26,5,2
1050,742,HP,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,4,HDD,500,Intel,win,2.04,3.7,8
1052,1062.95,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,2.4,8,SSD,256,Intel,win,2.09,4.4,32
1053,1010.51,HP,Notebook,14,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.64,4.3,11
1054,847,Lenovo,2 in 1 Convertible,15.6,FHD,IPS,Intel,i7,2.5,4,SSD,256,Intel,win,1.8,3.4,71
1055,210.8,Vero,Notebook,14,HD,Unspecified,Intel,x5-Z8350,1.44,2,SSD,32,Intel,win,1.45,3.6,51
1056,1425,Toshiba,Notebook,15.6,FHD,IPS,Intel,i7,2.5,16,SSD,256,Nvidia,win,2.4,5,4
1057,1049.6,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i5,2.3,8,SSD,256,Intel,win,2.3,3.4,52
1058,1000,HP,Notebook,14,FHD,Unspecified,Intel,i5,2.3,4,HDD,500,Intel,win,1.54,4,16
1062,2289.99,Lenovo,Gaming,17.3,FHD,IPS,Intel,i7,2.6,16,SSD,128,Nvidia,win,4.6,3,4
1063,287.9,Asus,Netbook,11.6,HD,Unspecified,Intel,Dual Core,1.6,4,SSD,16,Intel,chr,1.2,4.3,4020
1064,2620,Lenovo,Notebook,14,QHD,IPS,Intel,i7,2.6,16,SSD,256,Intel,win,1.1,5,3
1065,979,HP,Notebook,15.6,FHD,IPS,Intel,i7,2.7,8,HDD,1024,Nvidia,win,1.91,3.7,66
1066,1094,Dell,2 in 1 Convertible,15.6,FHD,IPS,Intel,i5,2.7,8,SSD,256,Intel,win,2.3,3.6,194
1067,979,HP,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,4,SSD,256,Intel,win,2.04,3.7,8
1068,2254,Dell,Ultrabook,13.3,QHD,Unspecified,Intel,i7,2.7,16,SSD,1024,Intel,win,1.2,2.9,2
1070,499,HP,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,4,HDD,500,Intel,no ,1.96,4,21
1073,1819,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.6,16,SSD,256,Nvidia,win,2.94,4.1,190
1075,998,Asus,Gaming,17.3,FHD,IPS,Intel,i7,2.6,16,HDD,1024,Nvidia,no ,4,3.6,66
1079,1929,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.6,16,SSD,256,Nvidia,win,1.8,3.7,228
1082,798.01,Dell,2 in 1 Convertible,13.3,FHD,Unspecified,Intel,i7,2.5,8,SSD,256,Intel,win,1.62,3.4,99
